Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:60680000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
60680000;1;01/10/2023;;1;1;"44,6522";"20,3035";"30,2718";7;25;1;1;1;"0,0";0;"35,5638";"26,6398";"24,8506";"26,6398";"28,4733";"37,9371";"44,6522";"40,0149";"40,0149";"38,971";"36,2363";"27,2461";"24,8506";"24,8506";"26,6398";"30,3505";"33,9028";"41,7767";"36,2363";"30,9858";"29,72";"26,6398";"24,2643";"21,4091";"20,3035";"24,8506";"22,8206";"22,5357";"25,442";"30,0347";"33,574";;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;
60680000;1;01/09/2023;;1;1;"58,4211";"26,0384";"40,567";4;27;1;1;1;"0,0";0;"52,9087";"57,6216";"57,6216";"58,4211";"57,6216";"55,247";"53,684";"52,1373";"52,1373";"50,607";"45,3818";"39,6658";"38,6252";"35,5638";"33,574";"32,2706";"32,2706";"32,2706";"32,2706";"32,2706";"38,2806";"43,5658";"39,6658";"31,6258";"29,0943";"27,2461";"26,0384";"26,0384";"26,0384";"27,2461";;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;0
60680000;1;01/08/2023;;1;1;"55,247";"42,4891";"47,0907";1;24;1;1;1;"0,0";0;"55,247";"53,684";"53,684";"53,684";"53,684";"53,684";"52,1373";"52,1373";"52,1373";"49,848";"47,596";"46,1156";"46,1156";"46,1156";"44,6522";"44,6522";"44,6522";"43,9269";"43,2058";"43,2058";"43,2058";"43,2058";"43,2058";"42,4891";"44,6522";"42,4891";"44,6522";"42,4891";"42,4891";"44,6522";"46,1156";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;1;01/07/2023;;1;1;"73,4764";"55,247";"64,4531";1;31;1;1;1;"0,0";0;"73,4764";"71,7427";"71,7427";"71,7427";"70,024";"68,3203";"68,7448";"67,4742";"65,7934";"65,7934";"65,7934";"65,7934";"65,7934";"65,3755";"64,9587";"63,7139";"64,9587";"63,3009";"63,3009";"63,3009";"63,3009";"63,3009";"60,4372";"61,6586";"60,032";"60,032";"59,2246";"58,4211";"58,4211";"56,826";"55,247";;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;
60680000;1;01/06/2023;;1;1;"96,6505";"73,4764";"84,3065";1;30;2;2;2;;0;"96,6505";"90,6756";"91,6165";"91,6165";"89,7382";"87,8739";"87,8739";"87,8739";"88,8043";"87,8739";"85,104";"84,1878";"84,1878";"84,1878";"84,1878";"84,6455";"85,104";"85,104";"86,0237";"85,104";"84,1878";"80,5591";"80,5591";"79,661";"78,7665";"76,9884";"76,9884";"75,225";"74,3489";"73,4764";;;;;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;0
60680000;1;01/05/2023;;1;1;"159,68";"90,2064";"114,01";1;28;1;1;1;"0,0";0;"159,68";"150,7894";"142,2404";"136,7275";"132,6891";"128,7323";"126,1394";"123,5821";"121,0602";"121,0602";"118,5734";"117,343";"116,1214";"113,1051";"108,972";"110,1423";"112,5082";"108,972";"108,972";"106,6569";"104,3753";"102,1271";"97,7294";"92,561";"101,0154";"97,7294";"97,7294";"90,2064";"97,7294";"95,5796";"93,462";;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;
60680000;1;01/04/2023;;1;1;"392,4961";"158,9259";"213,8661";14;1;1;1;1;"0,0";0;"158,9259";"165,8004";"164,2557";"195,7088";"183,227";"183,227";"185,2705";"190,0957";"202,1505";"209,4669";"241,2507";"247,7941";"391,3863";"392,4961";"325,4962";"274,2314";"251,9413";"234,0241";"217,7103";"206,5201";"210,2078";"208,7277";"192,1882";"177,8492";"167,3549";"161,1955";"159,68";"162,7207";"170,4936";"184,5877";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
60680000;1;01/03/2023;;1;1;"353,8126";"168,9193";"249,3067";22;31;1;1;1;"0,0";0;"211,6947";"220,759";"187,3286";"188,7089";"188,7089";"188,0179";"184,5877";"256,1332";"246,1476";"271,5969";"246,1476";"238,0213";"251,1083";"265,5136";"236,4172";"234,8201";"247,7941";"298,6883";"345,5661";"311,9061";"347,616";"353,8126";"353,8126";"312,8644";"294,9796";"262,9336";"228,5014";"206,5201";"194,2956";"184,5877";"168,9193";;;;;;;;;;;;;;1;;;1;1;;;;;;1;;;;1;;;
60680000;1;01/02/2023;;1;1;"456,7092";"179,184";"256,1873";1;18;1;1;1;"0,0";0;"456,7092";"342,506";"286,7441";"238,0213";"223,0636";"210,2078";"214,6888";"215,4416";"197,1287";"188,0179";"199,9883";"261,2227";"274,2314";"279,5498";"243,6912";"219,2312";"198,5551";"179,184";"185,2705";"198,5551";"219,2312";"239,6325";"298,6883";"355,8939";"333,4311";"334,4316";"310,9497";"268,9788";;;;1;;;;1;;;;;;;1;;;;;;;1;;;;;;1;;;;0;0;0
60680000;1;01/01/2023;;1;1;"514,016";"179,184";"257,923";10;4;1;1;1;"0,0";0;"299,6202";"242,0624";"208,7277";"179,184";"188,0179";"202,8746";"268,9788";"357,9831";"443,3612";"514,016";"355,8939";"270,7224";"268,1098";"246,1476";"233,23";"223,8353";"211,6947";"208,7277";"195,0014";"187,3286";"212,4407";"240,4407";"232,4375";"238,826";"232,4375";"226,1606";"251,1083";"230,8578";"229,2851";"241,2507";"354,8523";;1;;;;;;1;1;1;1;;;;;;;;;;;1;;;;;;;;;1
60680000;1;01/12/2022;;1;1;"299,6202";"72,6077";"140,5957";31;10;1;1;1;"0,0";0;"105,5119";"110,1423";"102,1271";"83,2753";"83,2753";"132,6891";"112,5082";"87,8739";"83,2753";"72,6077";"97,7294";"150,064";"175,1991";"170,4936";"136,7275";"155,1916";"132,6891";"131,3612";"147,9021";"175,1991";"195,7088";"184,5877";"175,1991";"143,6418";"107,2325";"112,5082";"143,6418";"156,6781";"188,0179";"205,7876";"299,6202";;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;
60680000;1;01/11/2022;;1;1;"92,561";"26,0384";"45,6551";26;11;1;1;1;"0,0";0;"46,4841";"39,6658";"35,5638";"65,7934";"46,4841";"40,7163";"34,2327";"31,6258";"28,1647";"27,2461";"26,0384";"38,971";"40,0149";"30,3505";"29,0943";"27,8573";"35,5638";"49,0932";"70,024";"51,7532";"44,6522";"67,0526";"46,1156";"46,8537";"54,8547";"92,561";"62,8889";"51,7532";"51,7532";"56,4298";;1;1;;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;0
60680000;1;01/10/2022;;1;1;"86,947";"21,9698";"41,4706";4;20;2;2;2;;0;"32,2706";"32,2706";"57,6216";"86,947";"60,032";"52,1373";"46,1156";"51,7532";"53,684";"54,8547";"59,2246";"55,247";"51,3701";"43,9269";"32,92";"30,3505";"28,1647";"25,1457";"23,1068";"21,9698";"23,1068";"23,1068";"26,0384";"25,442";"26,0384";"26,0384";"61,6586";"51,7532";"38,971";"35,2293";"49,0932";;;;;;2;;2;2;2;1;;2;2;;;;;;;;;;;;;;;;2;
60680000;1;01/09/2022;;1;1;"32,2706";"15,5969";"22,7779";30;15;1;1;1;;0;"26,6398";"26,0384";"26,0384";"26,0384";"25,442";"23,683";"21,9698";"20,3035";"22,5357";"21,9698";"20,3035";"21,4091";"20,3035";"17,6335";"15,5969";"19,2193";"19,2193";"19,2193";"19,2193";"17,1159";"19,2193";"20,8537";"21,4091";"22,5357";"23,683";"24,8506";"26,6398";"30,3505";"31,6258";"32,2706";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60680000;1;01/08/2022;;1;1;"38,2806";"27,2461";"33,0544";1;28;2;2;2;;0;"38,2806";"37,5946";"37,5946";"37,5946";"37,5946";"37,5946";"36,2363";"35,5638";"34,896";"34,896";"34,896";"36,2363";"36,2363";"32,2706";"32,2706";"33,574";"34,896";"33,574";"32,2706";"32,2706";"32,2706";"30,9858";"29,72";"29,72";"29,72";"28,4733";"28,4733";"27,2461";"27,2461";"27,2461";"27,2461";;2;2;;;;;;;;;2;;;;;;;;2;;;;;;;;;;;
60680000;1;01/06/2022;;1;1;"70,8815";"55,247";"64,4221";1;27;1;1;1;;0;"70,8815";"70,024";"68,3203";"69,1703";"68,3203";"68,3203";"68,3203";"66,6319";"66,6319";"66,6319";"65,7934";"65,7934";"67,0526";"65,7934";"65,7934";"67,0526";"65,7934";"65,7934";"65,7934";"65,3755";"64,9587";"62,4778";"62,4778";"60,8434";"58,4211";"56,0345";"55,247";"55,247";"55,247";"58,4211";;1;1;;;;1;;;;;1;;;1;;;;;1;;;;;;;;;;;;0
60680000;1;01/05/2022;;1;1;"88,8043";"73,4764";"82,8162";19;30;1;1;1;;0;"87,8739";"86,947";"86,4849";"86,0237";"85,104";"85,104";"85,104";"84,1878";"84,1878";"87,41";"86,0237";"86,0237";"86,0237";"84,1878";"84,1878";"84,1878";"84,1878";"85,104";"88,8043";"85,104";"81,9131";"80,5591";"80,5591";"78,7665";"79,661";"77,8756";"76,9884";"76,1049";"75,225";"73,4764";"73,9122";1;1;;;;;;;;1;;;;;;;;;;;;1;1;;;1;;;;;1
60680000;1;01/04/2022;;1;1;"187,3286";"90,6756";"126,2964";1;30;1;1;1;;0;"187,3286";"172,0778";"152,9798";"153,7146";"146,4727";"140,8483";"135,3722";"127,4314";"123,5821";"124,8563";"147,9021";"152,2473";"160,4366";"138,0919";"155,1916";"130,0422";"119,8124";"116,1214";"113,704";"111,321";"107,8103";"104,3753";"102,1271";"100,4626";"97,7294";"95,5796";"95,0472";"93,462";"92,0883";"90,6756";;1;;;1;;;;;1;1;;1;1;;1;;;;;;;;;1;;;;;;;0
60680000;1;01/03/2022;;1;1;"324,5131";"162,7207";"217,6032";18;25;1;1;1;;0;"282,2338";"241,2507";"213,1884";"202,8746";"202,8746";"201,4281";"202,8746";"202,1505";"190,7916";"180,5252";"170,4936";"165,8004";"202,1505";"205,7876";"268,1098";"251,1083";"317,6845";"324,5131";"310,9497";"296,8302";"251,1083";"207,2543";"188,0179";"171,2845";"162,7207";"165,8004";"199,2709";"205,7876";"201,4281";"187,3286";"172,0778";;;;;;;;1;;;;;;;;;;1;;;;;;;;;1;;;;1
60680000;1;01/02/2022;;1;1;"461,6267";"137,4085";"335,161";13;5;1;1;1;;0;"208,7277";"175,2761";"146,4727";"149,341";"137,4085";"137,4085";"248,62";"257,8225";"270,7224";"301,4896";"372,83";"460,3941";"461,6267";"399,1973";"384,7704";"390,2786";"394,7217";"433,8139";"419,7437";"405,9721";"411,6742";"399,1973";"396,9554";"403,7056";"426,7413";"450,6102";"410,5296";"328,4573";;;;;;1;;;;;;1;;;;;;1;;;;;;1;;;;;;;;0;0;0
60680000;1;01/01/2022;;1;1;"410,5296";"134,0261";"232,6711";13;27;1;1;1;;0;"241,2507";"236,4172";"254,4511";"224,6086";"195,7088";"183,227";"190,0957";"230,0706";"228,5014";"259,519";"366,4193";"396,9554";"410,5296";"309,0425";"285,8384";"268,9788";"247,7941";"226,9391";"214,6888";"214,6888";"211,6947";"182,5491";"158,1742";"174,4727";"152,9798";"150,7894";"134,0261";"174,4727";"223,8353";"231,6468";"232,4375";;;;1;;1;;;;1;;;1;;;;;;;;;;1;1;;1;1;;;;
60680000;2;01/12/2021;;1;1;"199,9883";"74,6915";"130,8103";21;1;1;1;1;;;"74,6915";"90,4789";"99,8388";"104,1064";"92,5296";"107,35";"194,2956";"175,1991";"153,7146";"122,963";"103,0334";"89,4599";"93,5612";"105,1835";"112,8366";"147,9021";"125,2564";"115,0592";"127,5654";"172,0778";"199,9883";"162,7207";"153,7146";"177,8492";"180,5252";"153,7146";"131,3612";"113,9459";"103,0334";"121,8221";"149,341";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/11/2021;;1;1;"190,0957";"46,8537";"104,1444";21;1;1;1;1;;;"46,8537";"79,5054";"64,9587";"69,1703";"58,4211";"61,6586";"49,848";"60,032";"63,3009";"52,9087";"66,6319";"110,6299";"97,7297";"95,6371";"124,1077";"140,8483";"156,6781";"165,8004";"172,0778";"179,184";"190,0957";"164,2556";"175,1991";"139,4655";"109,5326";"100,8995";"85,4265";"83,4354";"83,4354";"76,6038";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/10/2021;;1;1;"96,6813";"23,683";"45,1524";21;6;1;1;1;;;"28,4733";"27,2461";"26,0384";"30,9858";"25,442";"23,683";"23,683";"24,2643";"26,0384";"26,0384";"26,0384";"30,3505";"37,5946";"55,247";"41,7767";"62,4778";"49,848";"41,0687";"42,4891";"73,742";"96,6813";"75,6455";"53,684";"75,6455";"53,684";"38,971";"58,4211";"61,6586";"60,032";"53,684";"49,0932";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/09/2021;;1;1;"47,596";"15,1019";"22,4787";30;14;1;1;1;;;"25,442";"24,8506";"24,8506";"26,0384";"26,0384";"24,8506";"24,2643";"23,683";"23,1068";"21,4091";"22,5357";"24,2643";"22,5357";"15,1019";"19,2193";"20,3035";"20,3035";"19,7587";"19,2193";"18,1566";"17,6335";"17,1159";"18,6852";"18,1566";"18,1566";"16,6039";"15,5969";"19,2193";"39,6658";"47,596";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/08/2021;;1;1;"38,971";"26,0384";"32,3655";1;31;1;1;1;;;"38,971";"37,5946";"37,5946";"36,9132";"36,2363";"36,2363";"35,5638";"34,896";"34,896";"34,896";"34,896";"34,896";"34,896";"33,574";"32,92";"32,92";"32,2706";"31,6258";"30,3505";"30,3505";"29,72";"29,72";"29,72";"28,4733";"28,4733";"28,4733";"28,4733";"27,8573";"27,2461";"26,6398";"26,0384";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/07/2021;;1;1;"58,4211";"38,971";"50,3002";8;31;1;1;1;;;"53,684";"53,684";"54,4635";"55,247";"56,0345";"56,826";"57,6216";"58,4211";"56,826";"56,0345";"55,247";"54,4635";"53,684";"52,9087";"52,1373";"50,607";"50,607";"49,848";"49,0932";"49,0932";"47,596";"46,8537";"46,1156";"45,3818";"44,6522";"44,6522";"43,2058";"43,2058";"41,7767";"40,3651";"38,971";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/06/2021;;1;1;"73,742";"54,4635";"63,8202";20;30;1;1;1;;;"66,6319";"65,7934";"64,9587";"64,9587";"63,3009";"63,3009";"61,6586";"61,6586";"63,3009";"63,3009";"64,9587";"66,6319";"64,9587";"63,3009";"61,6586";"60,032";"63,3009";"67,4742";"70,9204";"73,742";"69,1703";"66,6319";"64,9587";"63,3009";"63,3009";"61,6586";"60,032";"58,4211";"56,826";"54,4635";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/05/2021;;1;1;"93,5612";"67,4742";"77,2847";1;31;1;1;1;;;"93,5612";"91,5021";"91,5021";"89,4599";"88,4451";"87,4346";"85,4265";"83,4354";"81,4617";"79,5054";"77,5666";"77,5666";"75,6455";"75,6455";"74,6915";"73,742";"73,742";"73,742";"72,797";"72,797";"72,797";"71,8565";"71,8565";"71,8565";"71,8565";"70,9204";"70,024";"70,024";"69,1703";"68,3203";"67,4742";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/04/2021;;1;1;"296,8302";"94,5971";"144,2546";8;30;1;1;1;;;"117,2977";"112,8366";"115,0592";"119,5521";"128,7323";"147,9021";"217,7103";"296,8302";"291,3008";"251,1083";"208,7276";"183,227";"161,1955";"145,0526";"136,7275";"132,6891";"128,7323";"126,409";"124,1077";"121,8221";"119,5521";"117,2977";"113,9459";"110,6299";"106,2647";"103,0334";"99,8388";"97,7297";"97,7297";"94,5971";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/03/2021;;1;1;"370,6851";"121,8221";"227,5747";1;31;1;1;1;;;"370,6851";"366,4193";"291,3008";"230,0706";"216,1962";"208,7276";"236,4172";"268,1098";"249,4476";"230,0706";"199,9883";"176,5209";"177,8492";"225,3837";"239,6325";"256,1332";"251,1083";"247,794";"257,8225";"269,8497";"280,4426";"262,9337";"239,6325";"216,1962";"194,2956";"181,8728";"168,9193";"153,7146";"136,7275";"128,7323";"121,8221";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/02/2021;;1;1;"366,4193";"73,742";"224,0939";27;1;1;1;1;;;"73,742";"82,4464";"120,6851";"134,0261";"117,2977";"128,7323";"158,1742";"202,8745";"226,9391";"198,5551";"161,1955";"165,8004";"187,3286";"249,4476";"302,4271";"341,4899";"321,575";"287,6517";"256,1332";"220,759";"195,7088";"242,8759";"291,3008";"306,196";"287,6517";"291,3008";"366,4193";"355,894";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60680000;2;01/01/2021;;1;1;"181,8728";"69,1703";"115,1829";17;27;1;1;1;;;"126,409";"106,2647";"91,5021";"97,7297";"162,7207";"147,9021";"108,4392";"101,9644";"84,4288";"91,5021";"94,5971";"93,5612";"136,7275";"109,5326";"108,4392";"146,4727";"181,8728";"162,7207";"142,2404";"156,6781";"156,6781";"153,7146";"139,4655";"111,7312";"87,4346";"72,797";"69,1703";"76,6038";"84,4288";"87,4346";"79,5054";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/12/2020;;1;1;"199,9883";"33,574";"85,7297";28;5;1;1;1;;;"42,4891";"39,6658";"36,9132";"34,2327";"33,574";"34,896";"41,0687";"60,8434";"80,4814";"78,5338";"84,4288";"85,4265";"78,5338";"76,6038";"78,5338";"81,4617";"80,4814";"70,9204";"60,8434";"54,4635";"59,2246";"68,3203";"86,4284";"116,1765";"126,409";"131,3612";"161,1955";"199,9883";"184,5877";"158,1742";"131,3612";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/11/2020;;1;1;"131,3612";"30,9858";"64,4069";23;12;1;1;1;;;"83,4354";"101,9644";"88,4451";"64,1279";"49,0932";"43,9269";"39,6658";"36,2363";"34,896";"32,92";"32,2706";"30,9858";"32,92";"42,4891";"49,0932";"60,8434";"87,4346";"73,742";"92,5296";"117,2977";"86,4284";"99,8388";"131,3612";"96,6813";"65,7934";"55,247";"60,032";"55,247";"47,596";"39,6658";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
