Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoCurva: 1 = Equação, 2 = Tabela
TipoEquacao: 1 = Potência (Q(H) = a(H - h0)^n), 2 = Linear (Q(H) = a0 + a1H), 3 = Parabólica (Q(H) = a0 + a1H + a2H^2), 4 = Cúbica (Q(H) = a0 + a1H + a2H^2 + a3H^3)

Restrições da consulta:
Código da Estação:60635000


EstacaoCodigo;NivelConsistencia;PeriodoValidadeInicio;PeriodoValidadeFim;CotaMaxima;CotaMinima;TipoCurva;NumeroCurva;TipoEquacao;CoefA;CoefH0;CoefN;CoefA0;CoefA1;CoefA2;CoefA3;TabelaPassoCota;TabelaVazao
60635000;2;07/11/1973;23/05/1976;"131,0";"36,0";1;02/03;1;"9,8724";"-0,2";"1,25";;;;;"1,0";
60635000;2;07/11/1973;23/05/1976;"300,0";"131,0";1;03/03;1;"3,3646";"-1,39";"1,6";;;;;"1,0";
60635000;2;24/05/1976;20/11/1976;"37,0";"0,0";1;01/03;1;"5,7576";"-0,44";"1,6";;;;;"1,0";
60635000;2;24/05/1976;20/11/1976;"82,0";"37,0";1;02/03;1;"0,599";"-1,53";"3,0";;;;;"1,0";
60635000;1;01/01/2022;18/03/2023;"62,0";"20,0";1;01/04;1;"11,4805";"0,18";"1,4";;;;;"1,0";
60635000;1;01/01/2022;18/03/2023;"181,0";"62,0";1;02/04;1;"6,2134";"-0,04";"1,3";;;;;"1,0";
60635000;1;01/01/2022;18/03/2023;"335,0";"181,0";1;03/04;1;"3,9169";"-0,29";"1,7";;;;;"1,0";
60635000;1;01/01/2022;18/03/2023;"500,0";"335,0";1;04/04;1;"3,5447";"-0,85";"1,6";;;;;"1,0";
60635000;1;19/03/2023;31/12/2025;"43,0";"1,0";1;01/04;1;"13,1428";"0,0";"2,07";;;;;"1,0";
60635000;1;19/03/2023;31/12/2025;"193,0";"43,0";1;02/04;1;"6,069";"-0,05";"1,33";;;;;"1,0";
60635000;1;19/03/2023;31/12/2025;"337,0";"193,0";1;03/04;1;"6,018";"0,08";"1,49";;;;;"1,0";
60635000;1;19/03/2023;31/12/2025;"500,0";"337,0";1;04/04;1;"3,5447";"-0,85";"1,6";;;;;"1,0";
