Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoSecao: 1 = Régua, 2 = Medição

Restrições da consulta:
Código da Estação:60640000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumLevantamento;TipoSecao;NumVerticais;DistanciaPIPF;EixoXDistMaxima;EixoXDistMinima;EixoYCotaMaxima;EixoYCotaMinima;ElmGeomPassoCota;Observacoes;Vertical
60640000;1;11/07/2016;;;2;38;"37,2";;;;;"10,0";;",8,509|0,486|33,47,51|26,61,51|39,8,146|36,8,57|8,3,507|32,42,54|25,62,50|31,47,51|29,5,43|95,738|35,48,51|14,3,421|45,5,419|72,5,754|19,54,146|3,498|36,5,55|62,5,420|30,48,45|11,3,485|28,51,40|33,43,51|77,5,759|42,5,426|24,6,47|17,9,236|7,511|44,440|17,1,341|87,5,652|23,6,46|57,5,395|49,5,395|27,6,48|92,5,698|22,54,51|"
60640000;1;24/07/2015;;;2;30;"36,64";;;;;"10,0";;",512|2,5,502|6,5,461|8,5,420|10,5,380|11,5,329|12,3,170|15,3,61|16,83,53|18,33,49|19,79,53|21,29,52|22,84,45|24,29,47|25,81,53|27,36,69|28,81,88|30,28,98|31,8,91|32,04,92|34,04,170|36,14,421|39,14,419|49,14,389|58,14,430|68,14,526|73,14,586|78,14,656|82,14,701|83,94,731|"
60640000;2;24/07/2015;01/01/1900 00:00;0;2;30;"83,94";"130,94";"47,0";"731,0";"45,0";"1,0";"Aplicado deslocamento horizontal de 47 m,";"7,512|49,5,502|53,5,461|55,5,420|57,5,380|58,5,329|59,3,170|62,3,61|63,83,53|65,33,49|66,79,53|68,29,52|69,84,45|71,29,47|72,81,53|74,36,69|75,81,88|77,28,98|78,8,91|79,04,92|81,04,170|83,14,421|86,14,419|96,14,389|105,14,430|115,14,526|120,14,586|125,14,656|129,14,701|130,94,731|"
60640000;1;12/07/2014;;;1;29;"46,5";;;;;"10,0";;",433|4,389|8,351|10,3,319|13,7,357|14,6,343|16,392|16,4,178|18,7,109|20,7,90|22,7,86|24,7,82|26,7,98|28,7,108|30,7,111|32,7,131|34,7,125|36,7,139|38,7,148|39,7,178|41,9,255|44,9,374|46,2,379|54,2,418|57,5,473|59,5,534|71,5,573|75,5,574|78,8,625|"
60640000;1;27/06/2013;;;2;31;"36,3";;;;;"10,0";;"4,50|35,54|36,85|38,7,196|40,5,422|43,5,415|53,5,389|63,5,442|0,486|3,490|7,2,507|12,2,446|15,2,378|16,6,196|17,147|18,136|19,96|20,58|21,64|22,60|23,57|24,51|25,46|26,44|27,43|28,36|29,39|30,40|31,39|32,41|33,45|"
60640000;2;27/06/2013;;0;2;31;"63,5";"105,9551";"42,4551";"36,0";"507,0";"10,0";;"2,4551,486|45,4551,490|49,6551,507|54,6551,446|57,6551,378|59,0551,196|59,4551,147|60,4551,136|61,4551,96|62,4551,58|63,4551,64|64,4551,60|65,4551,57|66,4551,51|67,4551,46|68,4551,44|69,4551,43|70,4551,36|71,4551,39|72,4551,40|73,4551,39|74,4551,41|75,4551,45|76,4551,50|77,4551,54|78,4551,85|81,1551,196|82,9551,422|85,9551,415|95,9551,389|105,955,442|"
60640000;2;09/08/2012;;0;2;29;"46,6";"90,1032";"43,5032";"40,0";"512,0";"10,0";;"3,5032,494|50,5032,512|55,5032,447|57,5032,411|59,4032,186|60,8032,130|61,8032,63|62,8032,57|63,8032,52|64,8032,50|65,8032,51|66,8032,48|67,8032,45|68,8032,46|69,8032,40|70,8032,41|71,8032,47|72,8032,48|73,8032,47|74,8032,50|75,8032,51|76,8032,57|77,8032,59|78,8032,66|79,8032,96|80,8032,186|82,8032,421|85,9032,413|90,1032,393|"
60640000;1;09/08/2012;;;2;29;"35,4";;;;;"10,0";;",494|7,512|12,447|14,411|15,9,186|17,3,130|18,3,63|19,3,57|20,3,52|21,3,50|22,3,51|23,3,48|24,3,45|25,3,46|26,3,40|27,3,41|28,3,47|29,3,48|30,3,47|31,3,50|32,3,51|33,3,57|34,3,59|35,3,66|36,3,96|37,3,186|39,3,421|42,4,413|46,6,393|"
60640000;1;01/07/2011;;;2;32;"35,4";;;;;"10,0";;",506|3,486|6,422|8,369|9,4,204|10,6,156|11,6,109|12,6,79|13,6,74|14,6,69|15,6,75|16,6,77|17,6,74|18,6,73|19,6,67|20,6,62|21,6,67|22,6,69|23,6,72|24,6,71|25,6,69|26,6,70|27,6,73|30,8,204|32,1,400|34,1,426|35,4,410|38,4,387|43,4,390|48,4,407|53,4,434|26,6,75|"
60640000;2;01/07/2011;;0;2;32;"53,4";"103,5575";"50,1575";"62,0";"506,0";"10,0";;"0,1575,506|53,1575,486|56,1575,422|58,1575,369|59,5575,204|60,7575,156|61,7575,109|62,7575,79|63,7575,74|64,7575,69|65,7575,75|66,7575,77|67,7575,74|68,7575,73|69,7575,67|70,7575,62|71,7575,67|72,7575,69|73,7575,72|74,7575,71|75,7575,69|76,7575,70|76,7575,75|77,7575,73|80,9575,204|82,2575,400|84,2575,426|85,5575,410|88,5575,387|93,5575,390|98,5575,407|103,558,434|"
60640000;1;27/09/2010;;;2;40;"44,9";;;;;"10,0";;",518|2,513|4,471|6,5,410|7,5,370|9,5,314|10,6,144|12,8,101|13,8,100|14,8,94|15,8,88|16,8,88|17,8,84|18,8,84|19,6,84|20,8,82|21,8,82|22,8,82|23,8,79|24,8,78|25,8,76|26,8,74|27,8,72|28,8,78|29,8,81|30,8,84|31,8,84|32,8,86|33,8,88|34,8,90|35,8,87|36,3,90|40,3,144|41,8,419|42,8,430|44,4,414|49,4,386|62,4,420|67,4,467|72,4,526|"
60640000;1;27/08/2009;01/01/1900 07:00;;2;28;"35,4";"40,0";"0,0";"530,0";"20,0";"10,0";;",512|0,6,510|2,507|7,5,376|7,8,342|9,3,306|10,3,176|11,4,124|13,4,65|14,4,66|15,4,65|16,4,61|17,4,59|18,4,58|19,4,52|20,4,52|21,4,52|22,4,57|23,4,62|24,4,66|25,4,65|26,4,62|28,4,55|29,4,55|30,9,176|32,45,403|33,65,424|36,407|"
60640000;1;27/08/2009;01/01/1900 07:01;;1;20;"30,2";"34,0";"0,0";"420,0";"50,0";"10,0";;",371|0,399|3,1,360|3,6,344|4,4,283|6,2,176|8,1,128|10,1,119|12,1,132|14,1,108|16,1,101|18,1,99|20,1,81|22,1,81|24,1,88|26,1,88|28,176|28,7,264|29,5,389|30,2,386|"
60640000;2;27/08/2009;01/01/1900 07:00;0;2;28;"36,0";"86,1718";"50,1718";"52,0";"512,0";"10,0";;"0,1718,512|50,7718,510|52,1718,507|57,6718,376|57,9718,342|59,4718,306|60,4718,176|61,5718,124|63,5718,65|64,5718,66|65,5718,65|66,5718,61|67,5718,59|68,5718,58|69,5718,52|70,5718,52|71,5718,52|72,5718,57|73,5718,62|74,5718,66|75,5718,65|76,5718,62|78,5718,55|79,5718,55|81,0718,176|82,6218,403|83,8218,424|86,1718,407|"
60640000;2;09/10/2008;;0;2;28;"35,4";"86,7254";"51,3254";"60,0";"514,0";"10,0";;"3,4254,426|86,7254,414|51,3254,514|53,7254,505|55,7254,461|58,7254,388|59,2254,330|60,4254,259|61,4254,178|63,0254,100|65,0254,72|66,0254,67|67,0254,69|68,0254,71|69,0254,64|70,0254,62|71,0254,62|72,0254,60|73,0254,62|74,0254,64|75,0254,65|76,0254,66|77,0254,64|78,0254,67|79,0254,72|81,1254,178|81,8254,320|82,4254,388|"
60640000;1;09/10/2008;;;2;28;"35,4";"38,0";"0,0";"520,0";"40,0";"10,0";;"5,4,414|0,514|2,4,505|4,4,461|7,4,388|7,9,330|9,1,259|10,1,178|11,7,100|13,7,72|14,7,67|15,7,69|16,7,71|17,7,64|18,7,62|19,7,62|20,7,60|21,7,62|22,7,64|23,7,65|24,7,66|25,7,64|26,7,67|27,7,72|29,8,178|30,5,320|31,1,388|32,1,426|"
60640000;1;06/08/2008;01/01/1900 10:00;;1;32;"40,2";"55,0";"0,0";"510,0";"70,0";"10,0";;",338|2,5,334|4,2,395|5,5,226|6,5,171|7,7,92|8,7,89|9,7,86|10,7,86|11,7,83|12,7,81|13,7,82|14,7,84|15,7,98|16,7,89|17,7,90|18,7,94|19,7,99|20,7,106|21,7,120|22,7,125|23,7,110|24,7,111|25,7,110|28,1,171|28,7,196|29,2,236|30,2,295|30,2,304|33,4,355|44,4,374|51,4,490|"
60640000;1;06/08/2008;01/01/1900 10:20;;2;31;"36,5";"60,0";"0,0";"530,0";"40,0";"10,0";;",506|4,515|11,7,379|12,2,317|13,4,243|14,6,171|15,6,126|16,6,89|17,6,65|18,6,56|19,6,58|20,6,60|21,6,56|22,6,55|23,6,54|24,6,52|25,6,54|26,6,52|27,6,53|28,6,54|29,6,58|30,6,59|31,6,57|32,6,64|33,6,62|35,3,171|36,299|36,7,382|40,5,407|48,5,394|56,5,422|"
60640000;2;06/08/2008;01/01/1900 10:00;0;1;31;"56,5";"102,0744";"45,5744";"52,0";"515,0";"10,0";;"5,5744,506|49,5744,515|57,2744,379|57,7744,317|58,9744,243|60,1744,171|61,1744,126|62,1744,89|63,1744,65|64,1744,56|65,1744,58|66,1744,60|67,1744,56|68,1744,55|69,1744,54|70,1744,52|71,1744,54|72,1744,52|73,1744,53|74,1744,54|75,1744,58|76,1744,59|77,1744,57|78,1744,64|79,1744,62|80,8744,171|81,5744,299|82,2744,382|86,0744,407|94,0744,394|102,074,422|"
60640000;2;14/09/2007;;0;2;27;"43,7";"89,3362";"45,6362";"57,0";"546,0";"10,0";;"5,6362,536|49,6362,546|53,5362,505|56,5362,441|57,3362,343|58,8362,233|60,5362,154|61,8362,77|63,8362,85|65,8362,72|66,8362,66|67,8362,63|68,8362,61|69,8362,59|70,8362,60|71,8362,59|72,8362,57|73,8362,60|74,8362,58|75,8362,58|76,8362,60|78,8362,64|80,8362,154|82,2362,385|83,5362,428|85,3362,410|89,3362,389|"
60640000;1;14/09/2007;;;2;27;"35,0";"45,0";"0,0";"580,0";"20,0";"10,0";;",536|4,546|7,9,505|10,9,441|11,7,343|13,2,233|14,9,154|16,2,77|18,2,85|20,2,72|21,2,66|22,2,63|23,2,61|24,2,59|25,2,60|26,2,59|27,2,57|28,2,60|29,2,58|30,2,58|31,2,60|33,2,64|35,2,154|36,6,385|37,9,428|39,7,410|43,7,389|"
60640000;1;02/09/2006;;;2;38;"36,0";"70,0";"0,0";"550,0";"30,0";"10,0";;",492|4,510|6,504|8,467|9,447|10,417|12,365|13,221|13,3,177|14,3,141|15,3,120|16,3,73|17,3,73|18,3,69|19,3,66|20,3,59|21,3,57|22,3,56|23,3,56|24,3,54|25,3,54|26,3,54|27,3,55|28,3,58|29,3,56|30,3,56|31,3,58|32,3,58|33,3,57|34,3,73|35,177|36,363|40,408|44,383|52,387|60,434|64,488|68,533|"
60640000;2;02/09/2006;;0;2;38;"68,0";"113,872";"45,872";"54,0";"533,0";"10,0";;"5,872,492|49,872,510|51,872,504|53,872,467|54,872,447|55,872,417|57,872,365|58,872,221|59,172,177|60,172,141|61,172,120|62,172,73|63,172,73|64,172,69|65,172,66|66,172,59|67,172,57|68,172,56|69,172,56|70,172,54|71,172,54|72,172,54|73,172,55|74,172,58|75,172,56|76,172,56|77,172,58|78,172,58|79,172,57|80,172,73|80,872,177|81,872,363|85,872,408|89,872,383|97,872,387|105,872,434|109,872,488|113,872,533|"
60640000;1;22/08/2006;;;1;36;"30,0";"70,0";"0,0";"700,0";"50,0";"10,0";;",324|2,368|3,4,258|4,2,178|5,2,114|6,2,91|7,2,91|8,2,90|9,2,86|10,2,81|11,2,81|12,2,93|13,2,97|14,2,96|15,2,95|16,2,102|17,2,105|18,2,105|19,2,127|20,2,113|21,2,118|22,2,118|23,2,120|24,2,123|25,2,131|26,178|27,282|28,315|30,372|32,376|36,399|40,413|42,450|44,527|60,598|65,680|"
60640000;1;02/09/2005;01/01/1900 07:00;;2;35;"30,0";"60,0";"0,0";"600,0";"70,0";"10,0";;",335|4,363|5,368|6,267|7,2,157|7,5,141|8,5,86|9,5,83|10,5,88|11,5,84|12,5,87|13,5,86|14,5,87|15,5,87|16,5,104|17,5,107|18,5,111|19,5,108|20,5,106|21,5,128|22,5,120|23,5,117|24,5,114|25,5,119|26,5,126|27,5,157|28,5,191|29,5,280|30,5,306|34,2,372|38,2,386|42,2,402|44,2,448|48,2,551|56,2,577|"
60640000;1;02/09/2005;01/01/1900 08:00;;2;34;"36,0";"70,0";"0,0";"520,0";"20,0";"10,0";;",489|4,510|8,468|10,418|12,364|13,225|14,7,157|15,1,141|16,1,102|17,1,79|18,1,69|19,1,63|20,1,60|21,1,60|22,1,61|23,1,63|24,1,66|25,1,61|26,1,58|27,1,61|28,1,61|29,1,59|30,1,50|31,1,47|32,1,51|33,1,57|34,1,72|35,1,157|36,1,289|37,1,390|40,1,406|44,1,385|56,1,416|64,1,491|"
60640000;2;02/09/2005;01/01/1900 07:00;0;2;34;"64,1";"109,5501";"45,4501";"47,0";"510,0";"10,0";;"9,5501,385|101,55,416|109,55,491|45,4501,489|49,4501,510|53,4501,468|55,4501,418|57,4501,364|58,4501,225|60,1501,157|60,5501,141|61,5501,102|62,5501,79|63,5501,69|64,5501,63|65,5501,60|66,5501,60|67,5501,61|68,5501,63|69,5501,66|70,5501,61|71,5501,58|72,5501,61|73,5501,61|74,5501,59|75,5501,50|76,5501,47|77,5501,51|78,5501,57|79,5501,72|80,5501,157|81,5501,289|82,5501,390|85,5501,406|"
60640000;2;01/09/2004;01/01/1900 07:00;0;2;32;"69,3";"114,9762";"45,6763";"46,0";"540,0";"10,0";;"5,6763,495|49,6763,510|52,6763,491|55,6763,416|57,6763,349|59,0762,184|60,2762,137|61,2762,116|62,2762,62|63,2762,56|64,2763,59|65,2763,61|66,2763,57|67,2763,56|68,2763,54|69,2763,53|70,2763,48|71,2763,48|72,2763,46|73,2763,46|74,2763,47|75,2763,46|76,2763,47|77,2763,51|78,2763,52|79,2763,63|80,9762,184|81,9762,335|83,9762,415|85,9762,406|89,9762,385|114,976,540|"
60640000;1;01/09/2004;01/01/1900 07:00;;2;32;"36,0";"70,0";"0,0";"545,0";"20,0";"10,0";;"8,6,59|19,6,61|20,6,57|21,6,56|22,6,54|23,6,53|24,6,48|25,6,48|26,6,46|27,6,46|28,6,47|29,6,46|30,6,47|31,6,51|32,6,52|33,6,63|35,3,184|36,3,335|38,3,415|40,3,406|44,3,385|69,3,540|0,495|4,510|7,491|10,416|12,349|13,4,184|14,6,137|15,6,116|16,6,62|17,6,56|"
60640000;1;25/07/2003;01/01/1900 07:00;;2;32;"35,0";"60,0";"0,0";"530,0";"10,0";"10,0";;",477|7,3,467|11,3,359|12,8,188|14,8,130|15,8,71|17,8,58|19,8,55|21,8,51|23,8,46|25,8,41|27,8,40|29,8,47|31,8,56|34,5,256|36,398|43,4,380|4,510|9,8,392|11,8,239|13,8,155|16,8,63|18,8,57|20,8,54|22,8,48|24,8,43|26,8,37|28,8,45|30,8,52|34,188|34,8,313|39,4,390|"
60640000;2;25/07/2003;01/01/1900 07:00;0;2;32;"43,4";"90,5731";"47,1731";"37,0";"510,0";"10,0";;"7,1731,477|51,1731,510|54,4731,467|56,9731,392|58,4731,359|58,9731,239|59,9731,188|60,9731,155|61,9731,130|62,9731,71|63,9731,63|64,9731,58|65,9731,57|66,9731,55|67,9731,54|68,9731,51|69,9731,48|70,9731,46|71,9731,43|72,9731,41|73,9731,37|74,9731,40|75,9731,45|76,9731,47|77,9731,52|78,9731,56|81,1731,188|81,6731,256|81,9731,313|83,1731,398|86,5731,390|90,5731,380|"
60640000;2;09/07/2002;01/01/1900 07:00;0;2;30;"35,5";"86,0278";"50,5278";"46,0";"511,0";"10,0";;"0,5278,511|52,7878,504|56,1878,416|58,1878,363|58,6878,262|59,8278,194|60,8278,155|61,8278,129|62,8278,73|63,8278,68|64,8278,62|65,8278,59|66,8278,58|67,8278,57|68,8278,56|69,8278,54|70,8278,51|71,8278,48|72,8278,48|73,8278,46|74,8278,46|75,8278,61|76,8278,55|77,8278,58|78,8278,63|81,1278,194|81,8278,306|82,6278,380|83,9278,413|86,0278,392|"
60640000;1;09/07/2002;01/01/1900 07:00;;2;30;"35,0";"40,0";"0,0";"520,0";"30,0";"10,0";;",3,194|11,3,129|12,3,73|14,3,62|16,3,58|18,3,56|20,3,51|22,3,48|24,3,46|26,3,55|28,3,63|31,3,306|33,4,413|2,26,504|7,66,363|0,511|5,66,416|8,16,262|10,3,155|13,3,68|15,3,59|17,3,57|19,3,54|21,3,48|23,3,46|25,3,61|27,3,58|30,6,194|32,1,380|35,5,392|"
60640000;1;16/08/2001;01/01/1900 07:00;;2;31;"35,0";"52,0";"0,0";"530,0";"30,0";"10,0";;",501|8,466|14,4,173|17,2,66|19,2,60|21,2,55|23,2,56|25,2,46|27,2,48|29,2,49|31,2,52|33,2,61|18,2,68|35,4,173|20,2,56|22,2,59|24,2,54|26,2,46|28,2,43|30,2,50|32,2,56|34,2,111|36,267|49,9,389|39,9,396|37,375|43,9,386|4,515|12,358|13,242|16,2,117|"
60640000;2;16/08/2001;01/01/1900 07:00;0;2;31;"49,9";"95,4196";"45,5196";"43,0";"515,0";"10,0";;"5,5196,501|49,5196,515|53,5196,466|57,5196,358|58,5196,242|59,9196,173|61,7196,117|62,7196,66|63,7196,68|64,7196,60|65,7196,56|66,7196,55|67,7196,59|68,7196,56|69,7196,54|70,7196,46|71,7196,46|72,7196,48|73,7196,43|74,7196,49|75,7196,50|76,7196,52|77,7196,56|78,7196,61|79,7196,111|80,9196,173|81,5196,267|82,5196,375|85,4196,396|89,4196,386|95,4196,389|"
60640000;2;19/08/1999;01/01/1900 07:00;1;2;39;"39,65";"85,8979";"46,2479";"41,0";"513,0";"10,0";;"6,9979,50|77,9979,64|78,9979,80|80,4979,150|81,3979,218|81,8979,297|82,8979,371|85,8979,389|46,2479,510|50,2479,513|54,2479,464|55,7479,441|56,7479,386|58,5479,321|59,0479,219|60,9979,150|62,9979,61|63,4979,58|63,9979,63|64,4979,66|64,9979,64|65,4979,61|65,9979,59|66,4979,56|66,9979,54|67,4979,52|67,9979,52|68,4979,45|68,9979,45|69,4979,43|69,9979,45|70,4979,44|70,9979,46|71,4979,45|71,9979,46|72,9979,46|73,9979,41|74,9979,48|75,9979,47|"
60640000;1;19/08/1999;01/01/1900 07:00;1;2;39;"35,65";"55,0";"0,0";"550,0";"0,0";"10,0";;"5,25,45|25,75,46|27,75,41|29,75,47|31,75,64|34,25,150|35,65,297|39,65,389|0,510|4,513|8,464|9,5,441|10,5,386|12,3,321|12,8,219|14,75,150|16,75,61|17,25,58|17,75,63|18,25,66|18,75,64|19,25,61|19,75,59|20,25,56|20,75,54|21,25,52|21,75,52|22,25,45|22,75,45|23,25,43|23,75,45|24,25,44|24,75,46|26,75,46|28,75,48|30,75,50|32,75,80|35,15,218|36,65,371|"
60640000;1;20/08/1998;01/01/1900 07:00;1;2;36;"35,1";"60,0";"0,0";"700,0";"0,0";"10,0";;",517|7,448|9,8,329|11,3,165|13,8,75|15,8,70|17,8,64|18,8,61|20,3,53|21,3,51|22,3,50|23,8,49|25,8,54|27,8,53|29,8,68|32,1,246|33,1,336|35,1,401|0,524|5,481|8,394|10,5,233|12,8,141|14,8,71|16,8,70|19,8,54|20,8,53|21,8,52|22,8,52|24,8,50|26,8,55|28,8,57|31,3,165|32,4,291|34,1,398|39,1,383|"
60640000;2;20/08/1998;01/01/1900 07:00;1;2;36;"39,1";"88,5297";"49,4297";"49,0";"524,0";"10,0";;"9,4297,524|51,4297,517|54,4297,481|56,4297,448|57,4297,394|59,2297,329|59,9297,233|60,7297,165|62,2297,141|63,2297,75|64,2297,71|65,2297,70|66,2297,70|67,2297,64|68,2297,61|69,2297,54|69,7297,53|70,2297,53|70,7297,51|71,2297,52|71,7297,50|72,2297,52|73,2297,49|74,2297,50|75,2297,54|76,2297,55|77,2297,53|78,2297,57|79,2297,68|80,7297,165|81,5297,246|81,8297,291|82,5297,336|83,5297,398|84,5297,401|88,5297,383|"
60640000;2;18/08/1997;01/01/1900 07:00;1;2;31;"41,4";"87,876";"46,476";"42,0";"552,0";"10,0";;"6,476,535|50,476,552|54,476,496|56,976,418|58,476,366|59,876,207|60,576,151|61,576,155|62,576,118|63,576,66|64,576,73|65,576,71|66,576,66|67,576,64|68,576,57|69,576,59|70,576,52|71,576,44|72,576,50|73,576,44|74,576,46|75,576,46|76,576,42|77,576,43|78,576,45|79,576,60|80,876,207|82,576,338|83,276,398|84,876,437|87,876,419|"
60640000;1;18/08/1997;01/01/1900 07:00;1;2;31;"34,4";"50,0";"0,0";"600,0";"0,0";"10,0";;"1,4,419|38,4,437|36,8,398|36,1,338|34,4,207|33,1,60|32,1,45|31,1,43|30,1,42|29,1,46|28,1,46|27,1,44|26,1,50|25,1,44|24,1,52|23,1,59|22,1,57|21,1,64|20,1,66|19,1,71|18,1,73|17,1,66|16,1,118|15,1,155|14,1,151|13,4,207|12,366|10,5,418|8,496|4,552|0,535|"
60640000;1;25/07/1996;01/01/1900 07:00;1;2;28;"34,1";"50,0";"0,0";"600,0";"0,0";"10,0";;"8,183|43,4,398|0,357|12,311|17,5,183|19,140|20,73|22,68|24,56|26,52|28,45|30,49|32,48|34,45|36,58|39,4,301|47,4,384|8,366|16,183|18,152|21,68|23,64|25,53|27,48|29,43|31,43|33,43|35,50|"
