Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:60640000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
60640000;1;01/11/2022;;1;1;"26,8703";"5,4867";"12,4918";15;8;1;1;1;"0,0";0;"13,8165";"16,5102";"12,2007";"8,8302";"7,3853";"6,6847";"6,3019";"5,4867";"7,4886";"10,6502";"6,9801";"5,8411";"6,3019";"6,0231";"26,8703";"14,5002";"9,3391";"8,4548";"6,7824";"11,6458";"8,2344";"9,6833";"14,5987";"15,1942";"13,2389";"19,4597";"21,6585";"23,7003";"25,0936";"25,7996";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60640000;1;01/10/2022;;1;1;"10,2952";"2,2245";"6,2709";25;20;2;2;2;"0,0";0;"5,8411";"5,8411";"6,3964";"6,3964";"8,4548";"6,1152";"7,8034";"9,0835";"8,9988";"9,1684";"6,4917";"5,5741";"4,4974";"4,3432";"4,0439";"3,1531";"2,9038";"2,666";"2,6084";"2,2245";"2,6084";"4,4974";"7,2828";"9,3391";"10,2952";"5,5741";"7,1811";"8,0173";"8,8302";"8,9988";"9,1684";;2;2;2;;;;;2;;;;;;;2;2;2;;;;2;2;2;2;;2;2;2;2;2
60640000;1;01/09/2022;;1;1;"13,7197";"2,4952";"4,1921";30;15;2;2;2;"0,0";0;"3,5487";"3,5487";"3,4139";"3,481";"3,9709";"3,4139";"3,3476";"3,3476";"3,1531";"2,9651";"2,9651";"2,9038";"3,0897";"3,4139";"2,4952";"2,6084";"2,666";"2,8433";"3,481";"3,481";"3,5487";"4,192";"5,1446";"5,8411";"5,1446";"4,9782";"5,061";"4,6546";"9,3391";"13,7197";;;;;;2;;;;;;;;;;;;;;2;2;2;;;;2;2;;2;;2;0
60640000;1;01/08/2022;;1;1;"6,0231";"3,8272";"4,7489";1;30;2;2;2;"0,0";0;"6,0231";"5,3141";"5,229";"5,1446";"5,3141";"5,061";"5,4";"4,9782";"4,8962";"4,9782";"4,9782";"5,3141";"4,9782";"4,8962";"4,9782";"4,8962";"4,7344";"4,5756";"4,6546";"4,4199";"4,2672";"4,4199";"4,3432";"4,4199";"4,5756";"4,0439";"4,192";"4,0439";"4,4199";"3,8272";"3,8987";;2;;2;;;;;;2;;2;;;;;;;2;;2;;;;;;;;;;2
60640000;1;01/07/2022;;1;1;"8,1254";"5,5741";"6,9332";4;30;2;2;2;"0,0";0;"7,8034";"7,8034";"7,8034";"8,1254";"7,8034";"7,5927";"7,5927";"7,2828";"7,1811";"7,5927";"7,8034";"6,9801";"7,1811";"6,9801";"6,9801";"6,5878";"7,0802";"7,2828";"6,5878";"6,5878";"6,4917";"6,2082";"6,4917";"6,4917";"7,2828";"6,1152";"6,0231";"5,6623";"6,1152";"5,5741";"5,8411";;;;;;;;;;;;;;;;;;;;;;2;;;2;2;2;2;;;
60640000;1;01/06/2022;;1;1;"10,5611";"7,1811";"9,3402";8;28;1;1;1;"0,0";0;"10,2071";"10,3836";"10,0315";"9,9441";"9,6833";"9,3391";"10,0315";"10,5611";"9,8569";"9,9441";"10,0315";"10,2071";"9,8569";"10,0315";"9,77";"9,8569";"9,6833";"9,5107";"9,5969";"9,3391";"9,1684";"9,1684";"8,9144";"8,0173";"8,2344";"7,8034";"7,8034";"7,1811";"8,4548";"7,5927";;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;0
60640000;1;01/05/2022;;1;1;"13,0482";"9,6833";"11,6045";9;31;1;1;1;"0,0";0;"12,7637";"12,9531";"12,4811";"12,4811";"12,2007";"12,2939";"11,7377";"12,3874";"13,0482";"12,7637";"11,8298";"11,3715";"11,7377";"11,1898";"11,4627";"12,0148";"12,3874";"11,2805";"11,4627";"11,3715";"10,6502";"11,0992";"11,0992";"10,7395";"10,7395";"11,2805";"10,8291";"10,9189";"10,9189";"10,5611";"9,6833";;;;;;1;;;;;1;1;1;1;1;;;1;;1;;;1;;1;;;;;;1
60640000;1;01/04/2022;;1;1;"25,9179";"12,6693";"17,4388";3;29;1;1;1;"0,0";0;"23,2415";"25,7996";"25,9179";"21,5468";"19,4597";"18,2826";"17,8604";"17,5459";"18,3887";"20,3302";"20,8804";"18,7079";"17,9657";"19,0289";"18,4949";"16,9221";"16,9221";"16,5102";"15,5954";"15,3944";"15,0944";"14,8955";"14,7964";"14,6974";"14,4019";"12,9531";"13,0482";"13,0482";"12,6693";"12,7637";;;;;1;;;;1;1;1;;;1;;;;;;;;;;;;;;1;;1;;0
60640000;1;01/03/2022;;1;1;"46,748";"21,4353";"30,9856";17;25;1;1;1;"0,0";0;"32,6805";"30,9122";"31,0375";"33,8337";"34,0916";"35,6525";"36,5732";"31,0375";"30,9122";"29,9159";"27,7126";"27,2303";"41,9748";"42,251";"37,5013";"40,3296";"46,748";"42,6665";"31,5402";"26,7507";"26,3928";"22,4456";"22,4456";"21,9947";"21,4353";"22,1072";"25,3282";"27,9548";"29,4217";"27,2303";"22,4456";1;1;;;;;;;;;1;;;;;;;1;1;1;;;1;1;1;;1;;;;
60640000;1;01/02/2022;;1;1;"133,4506";"16,9221";"68,6605";19;5;1;1;1;"0,0";0;"20,991";"18,6013";"18,7079";"17,6505";"16,9221";"18,3887";"64,9971";"64,2059";"61,3833";"62,3196";"66,7485";"65,9505";"89,2275";"87,1313";"88,0028";"89,4029";"94,7155";"110,6062";"133,4506";"109,3336";"108,2222";"107,2712";"90,4576";"86,7835";"76,5574";"66,9084";"49,9224";"37,6345";;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
60640000;1;01/01/2022;;1;1;"100,0146";"17,3371";"45,5214";13;25;1;1;1;"0,0";0;"34,1311";"36,0309";"40,3137";"42,0387";"36,7991";"34,761";"23,5076";"35,7758";"49,4234";"67,009";"90,1984";"95,0697";"100,0146";"94,0015";"78,2333";"62,9464";"44,7628";"33,7049";"31,5402";"28,6852";"29,1755";"23,1273";"20,4399";"19,2439";"17,3371";"68,6759";"52,5684";"56,3146";"26,5119";"18,6013";"20,2207";1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
60640000;2;01/12/2021;;1;1;"49,9841";"12,4085";"25,4485";22;29;1;1;1;;;"16,3805";"15,4551";"13,2483";"43,3799";"35,7758";"45,5509";"39,9186";"38,0899";"31,0323";"19,8083";"17,3299";"14,1127";"14,5541";"15,4551";"16,8522";"15,9148";"15,0016";"15,0016";"15,4551";"18,3034";"44,1904";"49,9841";"40,7099";"30,3015";"31,7682";"23,9599";"15,6842";"13,2483";"12,4085";"35,0139";"35,0139";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60640000;2;01/11/2021;;1;1;"46,0985";"7,5628";"20,1269";20;1;1;1;1;;;"7,5628";"12,4085";"10,61";"9,1184";"8,5853";"13,6774";"14,1127";"13,036";"13,2483";"15,9148";"11,9979";"13,8943";"15,0016";"23,2509";"33,2548";"29,335";"27,1942";"38,8706";"41,2399";"46,0985";"31,7682";"23,5076";"21,8975";"28,1399";"28,8552";"20,5807";"13,2483";"11,5935";"10,8036";"15,0016";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60640000;2;01/10/2021;;1;1;"15,0016";"4,5827";"7,4792";27;1;1;1;1;;;"4,5827";"5,841";"4,8504";"4,9869";"5,125";"6,2907";"4,8504";"4,5827";"5,125";"6,5989";"6,2907";"12,8253";"9,4818";"7,5628";"5,6945";"5,6945";"6,1392";"11,1954";"8,238";"7,5628";"14,1127";"8,7614";"6,9136";"6,1392";"5,9893";"7,7291";"15,0016";"10,61";"8,5853";"7,8971";"6,5989";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60640000;2;01/09/2021;;1;1;"7,8971";"2,2894";"3,7886";27;23;1;1;1;;;"6,5989";"3,8207";"4,0677";"3,8207";"3,5806";"3,3475";"3,5806";"2,9027";"3,0112";"3,0112";"3,4632";"4,1939";"3,3475";"2,796";"3,4632";"2,9027";"3,3475";"2,691";"2,5879";"2,4866";"2,9027";"2,5879";"2,2894";"2,5879";"2,3871";"7,7291";"7,8971";"5,9893";"5,5496";"4,7157";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60640000;2;01/08/2021;;1;1;"5,841";"2,9027";"4,2816";16;30;1;1;1;;;"4,3218";"4,3218";"4,4513";"4,5827";"4,0677";"4,0677";"4,3218";"4,1939";"4,8504";"4,9869";"5,125";"4,8504";"4,5827";"4,0677";"4,4513";"5,841";"4,9869";"4,0677";"4,5827";"4,5827";"4,4513";"3,8207";"3,5806";"3,8207";"4,0677";"4,0677";"4,0677";"3,9433";"3,1216";"2,9027";"3,5806";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60640000;2;01/07/2021;;1;1;"5,6945";"4,0677";"4,7676";1;22;1;1;1;;;"5,6945";"5,4064";"5,4064";"5,2648";"5,125";"5,125";"5,125";"4,9869";"4,8504";"4,9869";"4,5827";"4,8504";"4,8504";"4,8504";"4,8504";"5,125";"4,7157";"4,8504";"5,4064";"4,5827";"4,3218";"4,0677";"4,3218";"4,3218";"4,1939";"4,4513";"4,3218";"4,3218";"4,1939";"4,3218";"4,3218";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60640000;2;01/06/2021;;1;1;"7,5628";"5,4064";"6,2405";16;25;1;1;1;;;"6,9136";"6,9136";"6,9136";"6,5989";"6,2907";"6,1392";"6,2907";"6,1392";"6,2907";"6,444";"6,2907";"6,2907";"6,2907";"6,444";"7,0734";"7,5628";"6,9136";"6,5989";"5,841";"6,2907";"5,9893";"5,841";"5,6945";"6,2907";"5,4064";"5,4064";"5,4064";"5,6945";"5,4064";"5,5496";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60640000;2;01/05/2021;;1;1;"11,9979";"6,9136";"8,4087";2;31;1;1;1;;;"10,8036";"11,9979";"10,8036";"10,2276";"10,2276";"9,2993";"9,2993";"8,5853";"8,0668";"8,5853";"8,9391";"8,238";"8,238";"8,238";"8,238";"7,5628";"8,238";"7,5628";"7,8971";"7,5628";"7,7291";"7,2349";"7,5628";"7,8971";"7,5628";"7,5628";"7,5628";"7,5628";"7,2349";"7,2349";"6,9136";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60640000;2;01/04/2021;;1;1;"39,1318";"10,0387";"14,8027";7;28;1;1;1;;;"14,1127";"13,4621";"13,6774";"18,3034";"27,1942";"31,0323";"39,1318";"17,8137";"17,5711";"15,0016";"15,4551";"12,8253";"14,3326";"13,6774";"12,6161";"12,4085";"11,9979";"11,9979";"13,8943";"12,4085";"11,1954";"10,418";"10,2276";"10,418";"10,61";"10,8036";"10,418";"10,0387";"10,0387";"10,9987";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60640000;2;01/03/2021;;1;1;"55,6902";"14,1127";"30,9187";16;31;1;1;1;;;"27,4297";"30,7882";"28,1399";"22,9773";"23,9599";"21,3664";"21,8975";"17,5711";"19,8083";"18,3034";"17,3299";"30,5446";"37,0562";"30,0591";"49,1438";"55,6902";"51,9608";"54,5347";"43,9197";"43,9197";"44,1904";"42,8419";"42,5737";"42,5737";"46,648";"17,0903";"15,4551";"15,4551";"15,6842";"15,4551";"14,1127";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60640000;2;01/02/2021;;1;1;"79,2353";"6,9136";"35,9848";12;1;1;1;1;;;"6,9136";"6,9136";"7,398";"9,2993";"9,2993";"11,1954";"38,0899";"19,8083";"20,8411";"25,5622";"38,6098";"79,2353";"51,677";"58,6094";"58,6094";"44,4616";"30,0591";"32,0146";"27,6659";"62,7684";"46,648";"63,3692";"63,3692";"62,4686";"29,0949";"32,7571";"33,0057";"37,8307";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
