Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:60650000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
60650000;2;30/09/2021;01/01/1900 12:03;143;"94,0";"9,04";"42,7";"29,0";"0,212";"1,46";Pedro/Indimar;16
60650000;1;30/09/2021;01/01/1900 12:03;143;"94,0";"9,038";"42,697";"29,046";"0,212";"1,46";Pedro/Indimar;16
60650000;2;01/02/2021;01/01/1900 09:41;142;"126,0";"20,4";"26,8";"33,2";"0,764";"0,81";Paulo/Erik;17
60650000;1;01/02/2021;01/01/1900 09:41;142;"126,0";"20,425";"26,837";"33,24";"0,764";"0,81";Paulo/Erik;17
60650000;2;10/02/2020;01/01/1900 09:29;141;"250,0";"82,7";"68,6";"37,2";"1,2";"1,84";Adolfo/Joel;16
60650000;1;10/02/2020;01/01/1900 09:29;141;"250,0";"82,721";"68,556";"37,188";"1,2";"1,84";Adolfo/Joel;16
60650000;2;21/11/2019;01/01/1900 12:03;140;"97,0";"10,2";"39,5";"31,5";"0,26";"1,25";Adolfo/Wallace;16
60650000;1;21/11/2019;01/01/1900 12:03;140;"97,0";"10,2";"39,5";"31,53";"0,26";"1,25";Adolfo/Wallace;16
60650000;1;21/11/2019;01/01/1900 12:03;14;"97,0";"10,209";"39,48";"31,531";"0,26";"1,252";Adolfo/Wallace;16
60650000;2;16/10/2019;01/01/1900 09:27;139;"78,0";"4,68";"22,0";"21,7";"0,212";"1,02";Adolfo/Wallace;16
60650000;1;16/10/2019;01/01/1900 09:27;139;"78,0";"4,678";"22,032";"21,677";"0,212";"1,016";Adolfo/Wallace;16
60650000;2;29/08/2019;01/01/1900 11:22;138;"88,0";"6,87";"32,6";"28,6";"0,211";"1,14";Indimar/Ruimar;16
60650000;1;29/08/2019;01/01/1900 11:22;138;"88,0";"6,867";"32,559";"28,579";"0,211";"1,139";Indimar/Ruimar;16
60650000;2;01/07/2019;01/01/1900 12:00;137;"98,0";"10,2";"35,4";"30,0";"0,288";"1,18";Robson/Adolfo;16
60650000;1;01/07/2019;01/01/1900 12:00;137;"98,0";"10,183";"35,386";"30,019";"0,288";"1,179";Robson/Adolfo;16
60650000;2;29/04/2019;01/01/1900 10:00;136;"128,0";"21,6";"46,8";"33,7";"0,461";"1,39";Robson/Adolfo;16
60650000;1;29/04/2019;01/01/1900 10:00;136;"128,0";"21,585";"46,785";"33,672";"0,461";"1,389";Robson/Adolfo;16
60650000;2;13/02/2019;01/01/1900 05:26;135;"149,0";"30,4";"57,4";"33,5";"0,53";"1,71";Adolfo;4
60650000;1;13/02/2019;01/01/1900 05:26;135;"149,0";"30,4";"57,4";"33,5";"0,53";"1,71";Adolfo;4
60650000;2;04/12/2018;01/01/1900 11:47;134;"142,0";"28,1";"51,9";"34,0";"0,541";"1,52";Indimar/Thiago/Gislaine;16
60650000;1;04/12/2018;01/01/1900 11:47;134;"142,0";"28,054";"51,872";"34,046";"0,541";"1,52";Indimar/Thiago/Gislaine;16
60650000;2;10/10/2018;01/01/1900 11:11;133;"102,0";"11,3";"41,4";"31,1";"0,273";"1,33";Indimar/Gislaine;16
60650000;1;10/10/2018;01/01/1900 11:11;133;"102,0";"11,262";"41,44";"31,14";"0,273";"1,33";Indimar/Gislaine;16
60650000;2;08/08/2018;01/01/1900 11:04;132;"96,0";"9,45";"11,9";"29,1";"0,792";"0,41";"Indimar/Adolfo,";10
60650000;1;08/08/2018;01/01/1900 11:04;132;"96,0";"9,4533";"11,938";"29,1";"0,7919";"0,41";"Indimar/Adolfo,";10
60650000;2;28/06/2018;01/01/1900 08:12;131;"102,0";"11,4";"45,0";"34,3";"0,253";"1,31";Adolfo / Antonio Leandro;16
60650000;1;28/06/2018;01/01/1900 08:12;131;"102,0";"11,386";"44,968";"34,319";"0,253";"1,31";Adolfo / Antonio Leandro;16
60650000;2;09/04/2018;01/01/1900 13:31;130;"242,0";"81,4";"73,5";"33,7";"1,11";"2,18";Indimar/Robson;16
60650000;1;09/04/2018;01/01/1900 13:31;130;"242,0";"81,384";"73,52";"33,717";"1,108";"2,18";Indimar/Robson;16
60650000;2;07/03/2018;01/01/1900 08:49;129;"170,0";"38,8";"51,7";"30,1";"0,732";"1,72";Rafael / Indimar / Paulo;16
60650000;1;07/03/2018;01/01/1900 08:49;129;"170,0";"38,792";"51,739";"30,062";"0,732";"1,72";Rafael / Indimar / Paulo;16
60650000;2;05/12/2017;01/01/1900 12:15;128;"104,0";"12,6";"39,9";"30,2";"0,293";"1,32";"Indimar/Alexandre,";16
60650000;1;05/12/2017;01/01/1900 12:15;128;"104,0";"12,63";"39,86";"30,2";"0,293";"1,32";"Indimar/Alexandre,";16
60650000;2;07/11/2017;01/01/1900 10:56;127;"117,0";"15,6";"21,3";"24,3";"0,733";"0,88";;
60650000;1;07/11/2017;01/01/1900 10:56;127;"117,0";"15,59";"21,34";"24,26";"0,733";"0,88";;0
60650000;2;23/08/2017;01/01/1900 08:26;126;"84,0";"4,82";"10,7";"32,0";"0,449";"0,34";Paulo/Placídio;10
60650000;1;23/08/2017;01/01/1900 08:26;3258;"84,0";"4,8174";"10,74";"32,0";"0,4485";"0,336";Paulo/Placídio;10
60650000;1;23/08/2017;01/01/1900 08:26;126;"84,0";"4,82";"10,7";"32,0";"0,449";"0,34";Paulo/Placídio;10
60650000;2;26/06/2017;01/01/1900 10:16;125;"98,0";"14,0";"27,3";"22,8";"0,514";"1,2";Indimar/Robson;16
60650000;1;26/06/2017;01/01/1900 10:16;125;"98,0";"14,012";"27,287";"22,797";"0,514";"1,2";Indimar/Robson;16
60650000;2;13/04/2017;01/01/1900 10:21;124;"123,0";"17,5";"19,9";"35,9";"0,886";"0,55";;16
60650000;1;13/04/2017;01/01/1900 10:21;124;"123,0";"17,55";"19,874";"35,874";"0,886";"0,55";;16
60650000;2;17/02/2017;01/01/1900 10:31;123;"125,0";"19,8";"22,9";"33,6";"0,861";"0,68";;
60650000;1;17/02/2017;01/01/1900 10:31;123;"125,0";"19,757";"22,946";"33,577";"0,861";"0,68";;
60650000;2;06/10/2016;01/01/1900 08:35;122;"118,0";"14,7";"17,4";"33,1";"0,843";"0,53";;
60650000;1;06/10/2016;01/01/1900 08:35;122;"118,0";"14,654";"17,381";"33,091";"0,843";"0,53";;
60650000;2;28/07/2016;01/01/1900 10:34;121;"89,0";"7,03";"17,7";"27,6";"0,397";"0,64";;
60650000;1;28/07/2016;01/01/1900 10:34;121;"89,0";"7,032";"17,721";"27,614";"0,397";"0,64";;
60650000;2;17/03/2016;01/01/1900 10:02;120;"165,0";"42,7";"44,0";"41,6";"0,971";"1,06";;
60650000;1;17/03/2016;01/01/1900 10:02;120;"165,0";"42,689";"43,958";"41,597";"0,971";"1,06";;
60650000;2;10/11/2015;01/01/1900 10:11;119;"95,0";"11,0";"14,4";"33,8";"0,763";"0,43";;
60650000;1;10/11/2015;01/01/1900 10:11;119;"95,0";"10,975";"14,388";"33,846";"0,763";"0,43";;
60650000;2;05/03/2015;01/01/1900 09:57;118;"140,0";"29,7";"31,4";"37,4";"0,947";"0,84";;
60650000;1;05/03/2015;01/01/1900 09:57;118;"140,0";"29,729";"31,378";"37,375";"0,947";"0,84";;
60650000;2;17/10/2014;01/01/1900 08:07;117;"89,0";"9,216";"12,35";"34,4";"0,746";"0,36";;
60650000;1;17/10/2014;01/01/1900 08:07;117;"89,0";"9,216";"12,35";"34,4";"0,746";"0,36";;
60650000;2;08/07/2014;01/01/1900 10:57;116;"119,0";"19,464";"25,61";"37,689";"0,76";"0,68";;
60650000;1;08/07/2014;01/01/1900 10:57;116;"119,0";"19,464";"25,61";"37,689";"0,76";"0,68";;
60650000;1;13/03/2014;01/01/1900 10:55;115;"265,0";"150,0";"83,1";"42,0";"18,03";"1,98";;
60650000;2;05/10/2013;01/01/1900 08:55;114;"129,0";"23,388";"24,91";"36,9";"0,939";"0,68";;
60650000;1;05/10/2013;01/01/1900 08:55;114;"129,0";"23,388";"24,91";"36,9";"0,939";"0,68";;
60650000;1;28/06/2013;01/01/1900 10:35;113;"129,0";"34,917";"27,59";"38,0";"1,266";"0,73";;
60650000;2;02/04/2013;01/01/1900 11:15;112;"240,0";"78,988";"70,11";"40,9";"1,127";"1,71";;
60650000;1;02/04/2013;01/01/1900 11:15;112;"240,0";"78,988";"70,11";"40,9";"11,27";"1,71";;
60650000;2;05/11/2012;01/01/1900 10:20;111;"116,0";"17,2";"21,5";"34,2";"0,802";"0,63";;
60650000;1;05/11/2012;01/01/1900 10:20;111;"116,0";"17,2";"21,5";"34,2";"0,802";"0,63";;
60650000;1;08/08/2012;01/01/1900 11:39;110;"119,0";"22,562";"23,58";"35,0";"0,958";"0,67";;
60650000;1;28/05/2012;01/01/1900 09:00;109;"175,0";"46,84";"39,38";"39,0";"1,189";"1,0";;
60650000;2;28/02/2012;01/01/1900 11:00;108;"295,0";"106,85";"89,51";"42,0";"1,194";"2,13";;
60650000;1;28/02/2012;01/01/1900 11:00;108;"295,0";"106,85";"89,51";"42,0";"1,194";"2,13";;
60650000;2;06/10/2011;01/01/1900 09:40;107;"165,0";"35,758";"39,9";"37,0";"0,896";"1,08";;
60650000;1;06/10/2011;01/01/1900 09:40;107;"165,0";"35,758";"39,9";"37,0";"0,896";"1,08";;
60650000;2;15/07/2011;01/01/1900 10:20;106;"132,0";"26,683";"26,22";"37,0";"1,018";"0,71";;
60650000;1;15/07/2011;01/01/1900 10:20;106;"132,0";"26,683";"26,22";"37,0";"1,018";"0,71";;
60650000;1;17/03/2011;01/01/1900 10:30;105;"320,0";"131,507";"97,57";"39,5";"1,348";"2,47";;
60650000;1;15/10/2010;01/01/1900 11:40;104;"131,0";"26,676";"26,82";"34,7";"0,995";"0,77";;
60650000;2;12/07/2010;01/01/1900 08:00;103;"115,0";"17,945";"20,6";"34,0";"0,871";"0,61";;
60650000;1;12/07/2010;01/01/1900 08:00;103;"115,0";"17,945";"20,6";"34,0";"0,871";"0,61";;
60650000;2;10/12/2009;01/01/1900 11:00;102;"291,0";"104,821";"83,72";"37,9";"1,252";"2,21";;
60650000;1;10/12/2009;01/01/1900 11:00;102;"291,0";"104,821";"83,72";"37,9";"1,252";"2,21";;
60650000;2;27/08/2009;01/01/1900 10:00;101;"116,0";"18,255";"22,04";"34,0";"0,828";"0,65";;
60650000;1;27/08/2009;01/01/1900 10:00;101;"116,0";"18,255";"22,04";"34,0";"0,828";"0,65";;
60650000;2;29/04/2009;01/01/1900 10:40;100;"154,0";"33,203";"33,5";"34,8";"0,991";"0,96";;
60650000;1;29/04/2009;01/01/1900 10:40;100;"154,0";"33,203";"33,5";"34,8";"0,991";"0,96";;
60650000;2;13/10/2008;01/01/1900 10:30;99;"103,0";"13,909";"17,13";"31,2";"0,812";"0,55";;
60650000;1;13/10/2008;01/01/1900 10:30;99;"103,0";"13,909";"17,13";"31,2";"0,812";"0,55";;
60650000;2;07/08/2008;01/01/1900 09:20;98;"113,0";"17,574";"21,04";"32,5";"0,834";"0,64";;
60650000;1;07/08/2008;01/01/1900 09:20;98;"113,0";"17,574";"21,04";"32,5";"0,834";"0,64";;
60650000;2;26/03/2008;01/01/1900 11:30;97;"245,0";"82,116";"67,05";"36,5";"1,225";"1,84";;
60650000;1;26/03/2008;01/01/1900 11:30;97;"245,0";"82,116";"67,05";"36,5";"1,225";"1,84";;
60650000;2;09/05/2007;01/01/1900 12:00;96;"145,0";"29,516";"29,56";"34,5";"0,998";"0,86";;
60650000;1;09/05/2007;01/01/1900 12:00;96;"145,0";"29,516";"29,56";"34,5";"0,998";"0,86";;
60650000;1;23/08/2006;01/01/1900 09:40;95;"114,0";"16,39";"18,69";"31,5";"0,877";"0,59";;
60650000;1;31/08/2005;01/01/1900 08:45;94;"94,0";"10,121";"13,5";"36,5";"0,75";"0,37";;
60650000;2;30/11/2004;01/01/1900 11:20;93;"118,0";"19,074";"20,31";"31,6";"0,939";"0,64";;
60650000;1;30/11/2004;01/01/1900 11:20;93;"118,0";"19,074";"20,31";"31,6";"0,939";"0,64";;
60650000;2;23/08/2004;01/01/1900 09:10;92;"122,0";"20,238";"20,48";"32,0";"0,988";"0,64";;
60650000;1;23/08/2004;01/01/1900 09:10;92;"122,0";"20,238";"20,48";"32,0";"0,988";"0,64";;
60650000;2;24/10/2003;01/01/1900 09:40;91;"158,0";"34,327";"34,16";"33,6";"1,005";"1,02";;
60650000;1;24/10/2003;01/01/1900 09:40;91;"158,0";"34,327";"34,16";"33,6";"1,005";"1,02";;
60650000;2;23/04/2003;01/01/1900 11:00;90;"184,0";"48,422";"41,39";"34,3";"1,17";"1,21";;
60650000;1;23/04/2003;01/01/1900 11:00;90;"184,0";"48,422";"41,39";"34,3";"1,17";"1,21";;
60650000;2;06/12/2002;01/01/1900 10:10;89;"101,0";"13,698";"15,95";"30,6";"0,86";"0,52";;
60650000;1;06/12/2002;01/01/1900 10:10;89;"101,0";"13,698";"15,95";"30,6";"0,86";"0,52";;
60650000;1;21/09/2002;01/01/1900 10:30;88;"94,0";"11,408";"14,89";"29,1";"0,766";"0,51";;
60650000;2;28/05/2002;01/01/1900 08:45;87;"147,0";"29,996";"29,94";"33,0";"1,002";"0,91";;
60650000;1;28/05/2002;01/01/1900 08:45;87;"147,0";"29,996";"29,94";"33,0";"1,002";"0,91";;
60650000;2;30/01/2002;01/01/1900 11:30;86;"203,0";"58,086";"47,86";"33,6";"1,214";"1,42";;
60650000;1;30/01/2002;01/01/1900 11:30;86;"203,0";"58,086";"47,86";"33,6";"1,214";"1,42";;
60650000;1;23/10/2001;01/01/1900 11:15;85;"165,0";"36,547";"35,34";"32,5";"1,034";"1,09";;
60650000;2;18/07/2001;01/01/1900 09:10;84;"119,0";"20,018";"21,92";"31,0";"0,913";"0,71";;
60650000;1;18/07/2001;01/01/1900 09:10;84;"119,0";"20,018";"21,92";"31,0";"0,913";"0,71";;
60650000;2;18/01/2001;01/01/1900 14:10;83;"159,0";"36,852";"34,69";"32,5";"1,062";"1,06";;
60650000;1;18/01/2001;01/01/1900 14:10;83;"159,0";"36,852";"34,69";"32,5";"1,062";"1,06";;
60650000;2;04/10/2000;01/01/1900 08:40;82;"105,0";"14,178";"18,39";"28,7";"0,771";"0,64";;
60650000;1;04/10/2000;01/01/1900 08:40;82;"105,0";"14,178";"18,39";"28,7";"0,771";"0,64";;
60650000;2;02/08/2000;01/01/1900 07:00;81;"112,0";"17,0";"21,04";"29,8";"0,807";"0,71";;
60650000;1;02/08/2000;01/01/1900 07:00;81;"112,0";"17,0";"21,04";"29,8";"0,807";"0,71";;
60650000;2;13/05/2000;01/01/1900 07:00;80;"151,0";"34,2";"33,84";"32,4";"1,011";"1,04";;
60650000;1;13/05/2000;01/01/1900 07:00;80;"151,0";"34,2";"33,84";"32,4";"1,011";"1,04";;
60650000;2;15/01/2000;01/01/1900 07:00;79;"198,0";"57,7";"46,04";"31,8";"1,253";"1,45";;
60650000;1;15/01/2000;01/01/1900 07:00;79;"198,0";"57,7";"46,04";"31,8";"1,253";"1,45";;
60650000;1;15/10/1999;01/01/1900 07:00;78;"79,0";"7,31";"12,49";"27,4";"0,585";"0,46";;
60650000;2;20/07/1999;01/01/1900 07:00;77;"81,0";"6,72";"12,99";"27,7";"0,517";"0,47";;
60650000;1;20/07/1999;01/01/1900 07:00;77;"81,0";"6,72";"12,99";"27,7";"0,517";"0,47";;
60650000;1;07/05/1999;01/01/1900 07:00;76;"137,0";"29,7";"37,49";"33,7";"0,792";"1,11";;
60650000;2;15/01/1999;01/01/1900 07:00;75;"175,0";"44,8";"48,73";"34,6";"0,918";"1,41";;
60650000;1;15/01/1999;01/01/1900 07:00;75;"175,0";"44,8";"48,73";"34,6";"0,918";"1,41";;
60650000;2;26/10/1998;01/01/1900 07:00;74;"113,0";"17,5";"27,57";"33,1";"0,636";"0,83";;
60650000;1;26/10/1998;01/01/1900 07:00;74;"113,0";"17,5";"27,57";"33,1";"0,636";"0,83";;
60650000;2;24/04/1998;01/01/1900 07:00;70;"138,0";"26,9";"35,82";"33,8";"0,751";"1,06";;
60650000;1;24/04/1998;01/01/1900 07:00;70;"138,0";"26,9";"35,82";"33,8";"0,751";"1,06";;
60650000;2;04/02/1998;01/01/1900 07:00;69;"148,0";"32,5";"43,68";"35,3";"0,743";"1,24";;
60650000;1;04/02/1998;01/01/1900 07:00;69;"148,0";"32,5";"43,68";"35,3";"0,743";"1,24";;
60650000;2;29/10/1997;01/01/1900 07:00;68;"138,0";"27,7";"39,22";"35,1";"0,708";"1,12";;
60650000;1;29/10/1997;01/01/1900 07:00;68;"138,0";"27,7";"39,22";"35,1";"0,708";"1,12";;
60650000;2;29/07/1997;01/01/1900 07:00;67;"130,0";"23,7";"36,42";"34,4";"0,65";"1,06";;
60650000;1;29/07/1997;01/01/1900 07:00;67;"130,0";"23,7";"36,42";"34,4";"0,65";"1,06";;
60650000;1;15/05/1997;01/01/1900 07:00;66;"262,0";"94,6";"80,64";"33,5";"1,173";"2,41";;
60650000;2;23/01/1997;01/01/1900 07:00;65;"188,0";"49,4";"53,88";"33,0";"0,917";"1,63";;
60650000;1;23/01/1997;01/01/1900 07:00;65;"188,0";"49,4";"53,88";"33,0";"0,917";"1,63";;
60650000;2;01/10/1996;01/01/1900 07:00;64;"86,0";"8,31";"25,31";"28,7";"0,328";"0,88";;
60650000;1;01/10/1996;01/01/1900 07:00;64;"86,0";"8,31";"25,31";"28,7";"0,328";"0,88";;
60650000;2;25/06/1996;01/01/1900 07:00;63;"119,0";"20,0";"32,3";"34,3";"0,618";"1,06";;
60650000;1;25/06/1996;01/01/1900 07:00;63;"119,0";"20,0";"32,3";"34,3";"0,618";"1,06";;
60650000;2;18/01/1996;01/01/1900 07:00;62;"150,0";"32,4";"43,93";"33,4";"0,737";"1,32";;
60650000;1;18/01/1996;01/01/1900 07:00;62;"150,0";"32,4";"43,93";"33,4";"0,737";"1,32";;
60650000;2;21/10/1995;01/01/1900 07:00;61;"122,0";"21,5";"35,42";"34,8";"0,606";"1,02";;
60650000;1;21/10/1995;01/01/1900 07:00;61;"122,0";"21,5";"35,42";"34,8";"0,606";"1,02";;
60650000;1;21/07/1995;01/01/1900 07:00;60;"127,0";"21,3";"38,09";"34,0";"0,56";"1,12";;
60650000;2;07/04/1995;01/01/1900 07:00;59;"204,0";"56,6";"60,27";"34,0";"0,939";"1,77";;
60650000;1;07/04/1995;01/01/1900 07:00;59;"204,0";"56,6";"60,27";"34,0";"0,939";"1,77";;
60650000;2;06/10/1994;01/01/1900 07:00;58;"104,0";"13,8";"27,99";"32,9";"0,492";"0,85";;
60650000;1;06/10/1994;01/01/1900 07:00;58;"104,0";"13,8";"27,99";"32,9";"0,492";"0,85";;
60650000;2;04/07/1994;01/01/1900 07:00;57;"145,0";"28,9";"42,32";"33,5";"0,684";"1,26";;
60650000;1;04/07/1994;01/01/1900 07:00;57;"145,0";"28,9";"42,32";"33,5";"0,684";"1,26";;
60650000;2;09/12/1993;01/01/1900 07:00;56;"242,0";"75,7";"81,43";"33,0";"0,93";"2,47";;
60650000;1;09/12/1993;01/01/1900 07:00;56;"242,0";"75,7";"81,43";"33,0";"0,93";"2,47";;
60650000;2;18/05/1992;01/01/1900 07:00;55;"177,0";"46,2";"51,99";"33,4";"0,889";"1,56";;
60650000;1;18/05/1992;01/01/1900 07:00;55;"177,0";"46,2";"51,99";"33,4";"0,889";"1,56";;
60650000;2;22/08/1990;01/01/1900 07:00;54;"120,0";"17,6";"34,31";"31,0";"0,514";"1,11";;
60650000;1;22/08/1990;01/01/1900 07:00;54;"120,0";"17,6";"34,31";"31,0";"0,514";"1,11";;
60650000;2;18/06/1989;01/01/1900 07:00;53;"114,0";"16,9";"35,9";"32,0";"0,471";"1,12";;
60650000;1;18/06/1989;01/01/1900 07:00;53;"114,0";"16,9";"35,9";"32,0";"0,471";"1,12";;
60650000;2;14/04/1989;01/01/1900 07:00;52;"183,0";"47,1";"57,07";"32,0";"0,824";"1,78";;
60650000;1;14/04/1989;01/01/1900 07:00;52;"183,0";"47,1";"57,07";"32,0";"0,824";"1,78";;
60650000;2;15/02/1989;01/01/1900 07:00;51;"171,0";"40,6";"52,38";"31,7";"0,776";"1,65";;
60650000;1;15/02/1989;01/01/1900 07:00;51;"171,0";"40,6";"52,38";"31,7";"0,776";"1,65";;
60650000;2;16/09/1988;01/01/1900 07:00;50;"131,0";"21,5";"41,16";"30,1";"0,523";"1,37";;
60650000;1;16/09/1988;01/01/1900 07:00;50;"131,0";"21,5";"41,16";"30,1";"0,523";"1,37";;
60650000;2;14/07/1988;01/01/1900 07:00;49;"164,0";"37,8";"52,24";"30,5";"0,723";"1,71";;
60650000;1;14/07/1988;01/01/1900 07:00;49;"164,0";"37,8";"52,24";"30,5";"0,723";"1,71";;
60650000;2;22/04/1988;01/01/1900 07:00;48;"398,0";"169,0";"141,5";"48,3";"1,198";"2,93";;
60650000;1;22/04/1988;01/01/1900 07:00;48;"398,0";"169,0";"141,5";"48,3";"1,198";"2,93";;
60650000;2;26/02/1988;01/01/1900 07:00;47;"278,0";"99,0";"86,34";"32,6";"1,146";"2,64";;
60650000;1;26/02/1988;01/01/1900 07:00;47;"278,0";"99,0";"86,34";"32,6";"1,146";"2,64";;
60650000;2;21/12/1987;01/01/1900 07:00;46;"265,0";"92,8";"80,69";"32,6";"1,15";"2,48";;
60650000;1;21/12/1987;01/01/1900 07:00;46;"265,0";"92,8";"80,69";"32,6";"1,15";"2,48";;
60650000;2;31/10/1987;01/01/1900 07:00;45;"126,0";"22,0";"37,86";"27,6";"0,58";"1,37";;
60650000;1;31/10/1987;01/01/1900 07:00;45;"126,0";"22,0";"37,86";"27,6";"0,58";"1,37";;
60650000;2;17/07/1987;01/01/1900 07:00;44;"114,0";"17,1";"34,82";"26,0";"0,49";"1,34";;
60650000;1;17/07/1987;01/01/1900 07:00;44;"114,0";"17,1";"34,82";"26,0";"0,49";"1,34";;
60650000;2;14/05/1987;01/01/1900 07:00;43;"149,0";"32,5";"46,19";"27,6";"0,703";"1,67";;
60650000;1;14/05/1987;01/01/1900 07:00;43;"149,0";"32,5";"46,19";"27,6";"0,703";"1,67";;
60650000;2;16/03/1987;01/01/1900 07:00;42;"223,0";"64,4";"61,81";"30,0";"1,042";"2,06";;
60650000;1;16/03/1987;01/01/1900 07:00;42;"223,0";"64,4";"61,81";"30,0";"1,042";"2,06";;
60650000;2;09/12/1986;01/01/1900 07:00;41;"109,0";"14,4";"28,47";"24,2";"0,506";"1,18";;
60650000;1;09/12/1986;01/01/1900 07:00;41;"109,0";"14,4";"28,47";"24,2";"0,506";"1,18";;
60650000;2;12/09/1986;01/01/1900 07:00;40;"111,0";"15,0";"33,42";"29,3";"0,448";"1,14";;
60650000;1;12/09/1986;01/01/1900 07:00;40;"111,0";"15,0";"33,42";"29,3";"0,448";"1,14";;
60650000;2;30/07/1986;01/01/1900 07:00;39;"123,0";"18,7";"37,11";"29,6";"0,505";"1,25";;
60650000;1;30/07/1986;01/01/1900 07:00;39;"123,0";"18,7";"37,11";"29,6";"0,505";"1,25";;
60650000;2;16/05/1986;01/01/1900 07:00;38;"159,0";"34,3";"49,12";"30,3";"0,698";"1,62";;
60650000;1;16/05/1986;01/01/1900 07:00;38;"159,0";"34,3";"49,12";"30,3";"0,698";"1,62";;
60650000;2;12/03/1986;01/01/1900 07:00;37;"214,0";"61,0";"67,4";"31,5";"0,904";"2,14";;
60650000;1;12/03/1986;01/01/1900 07:00;37;"214,0";"61,0";"67,4";"31,5";"0,904";"2,14";;
60650000;2;14/12/1985;01/01/1900 07:00;36;"129,0";"23,4";"36,91";"28,9";"0,634";"1,28";;
60650000;1;14/12/1985;01/01/1900 07:00;36;"129,0";"23,4";"36,91";"28,9";"0,634";"1,28";;
60650000;1;13/09/1985;01/01/1900 07:00;35;"120,0";"15,7";"33,4";"29,9";"0,469";"1,12";;
60650000;2;10/07/1985;01/01/1900 07:00;34;"148,0";"30,2";"49,82";"32,0";"0,605";"1,56";;
60650000;1;10/07/1985;01/01/1900 07:00;34;"148,0";"30,2";"49,82";"32,0";"0,605";"1,56";;
